campus_id_code,program_id_code,program_name
1,867,Bachelor Of Education(Agriculture/Biology)
1,974,Bachelor Of Education(Math/PE)
1,89,Bachelor Of Science In Agricultural Education Andextension
1,268,Bachelor Of Science With Education
1,422,Bachelor Of Science With Education
1,431,Bachelor Of Science With Education
1,546,Bachelor Of Science With Education
1,619,Bachelor Of Science With Education
1,775,Bachelor Of Science With Education
1,130,Bachelor Of Sciences With Education (computer Education)
1,182,Bachelor Of With Education(kiswahili)
1,670,Bachelor of Administrative and Secretarial Studies
1,72,Bachelor of Agricultural Science and Entrepreneurship
1,688,Bachelor of Agricultural Science and Entrepreneurship
1,689,Bachelor of Agricultural Science and Entrepreneurship
1,694,Bachelor of Agricultural Science and Entrepreurship (base)
1,176,Bachelor of Arts With Education
1,186,Bachelor of Arts With Education
1,259,Bachelor of Arts With Education
1,408,Bachelor of Arts With Education
1,601,Bachelor of Arts With Education
1,696,Bachelor of Arts With Education
1,930,Bachelor of Arts in Journalism and Mass Communication
1,951,Bachelor of Arts in Journalism and Mass Communication
1,1025,Bachelor of Arts in Journalism and Mass Communication
1,1054,Bachelor of Arts in Journalism and Mass Communication
1,148,Bachelor of Arts in Languages
1,80,Bachelor of Arts in Mass Communication
1,390,Bachelor of Arts in Mass Communication
1,1026,Bachelor of Arts in Mass Communication
1,1055,Bachelor of Arts in Mass Communication
1,147,Bachelor of Arts with Education
1,173,Bachelor of Arts with Education
1,255,Bachelor of Arts with Education
1,257,Bachelor of Arts with Education
1,258,Bachelor of Arts with Education
1,264,Bachelor of Arts with Education
1,271,Bachelor of Arts with Education
1,272,Bachelor of Arts with Education
1,275,Bachelor of Arts with Education
1,411,Bachelor of Arts with Education
1,413,Bachelor of Arts with Education
1,415,Bachelor of Arts with Education
1,475,Bachelor of Arts with Education
1,540,Bachelor of Arts with Education
1,543,Bachelor of Arts with Education
1,547,Bachelor of Arts with Education
1,604,Bachelor of Arts with Education
1,606,Bachelor of Arts with Education
1,612,Bachelor of Arts with Education
1,616,Bachelor of Arts with Education
1,620,Bachelor of Arts with Education
1,623,Bachelor of Arts with Education
1,717,Bachelor of Arts with Education
1,744,Bachelor of Arts with Education
1,783,Bachelor of Arts with Education
1,784,Bachelor of Arts with Education
1,786,Bachelor of Arts with Education
1,787,Bachelor of Arts with Education
1,788,Bachelor of Arts with Education
1,789,Bachelor of Arts with Education
1,539,Bachelor of Arts with Education (CRE/ECON)
1,253,Bachelor of Arts with Education (CRE/Luganda)
1,879,Bachelor of Arts with Education (ENT/MATH)
1,810,Bachelor of Arts with Education (Economics/Entrepreneurship)
1,809,Bachelor of Arts with Education (English/Geography)
1,270,Bachelor of Arts with Education (Geography/Luganda)
1,545,Bachelor of Arts with Education (HIST/ECON)
1,785,Bachelor of Arts with Education (History/Computer)
1,262,Bachelor of Arts with Education (History/Kiswahili)
1,983,Bachelor of Arts with Education(AIO)
1,984,Bachelor of Arts with Education(AIO)
1,985,Bachelor of Arts with Education(AIO)
1,986,Bachelor of Arts with Education(AIO)
1,987,Bachelor of Arts with Education(AIO)
1,994,Bachelor of Arts with Education(AIO)
1,1023,Bachelor of Arts with Education(AIO)
1,1042,Bachelor of Arts with Education(AIO)
1,1076,Bachelor of Arts with Education(AIO)
1,1078,Bachelor of Arts with Education(AIO)
1,1095,Bachelor of Arts with Education(AIO)
1,1176,Bachelor of Arts with Education(AIO)
1,1,Bachelor of Business Administration
1,24,Bachelor of Business Administration
1,46,Bachelor of Business Administration
1,47,Bachelor of Business Administration
1,48,Bachelor of Business Administration
1,49,Bachelor of Business Administration
1,382,Bachelor of Business Administration
1,513,Bachelor of Business Administration
1,514,Bachelor of Business Administration
1,589,Bachelor of Business Administration
1,739,Bachelor of Business Administration
1,743,Bachelor of Business Administration
1,790,Bachelor of Business Administration
1,998,Bachelor of Business Administration
1,1059,Bachelor of Business Administration
1,1070,Bachelor of Business Administration
1,1106,Bachelor of Business Administration
1,1178,Bachelor of Business Administration
1,1179,Bachelor of Business Administration
1,4,Bachelor of Business Computing
1,151,Bachelor of Child Development and Children's Ministry
1,383,Bachelor of Child Development and Children's Ministry
1,16,Bachelor of Community Health
1,550,Bachelor of Community Leadership and Development
1,551,Bachelor of Computational Science
1,168,Bachelor of Dental Surgery
1,13,Bachelor of Development Economics
1,100,Bachelor of Development Studies
1,385,Bachelor of Development Studies
1,433,Bachelor of Development Studies
1,576,Bachelor of Development Studies
1,1167,Bachelor of Development Studies
1,99,Bachelor of Development and Social Entrepreneurship
1,526,Bachelor of Development and Social Entrepreneurship
1,553,Bachelor of Development and Social Entrepreneurship
1,578,Bachelor of Development and Social Entrepreneurship
1,1013,Bachelor of Development and Social Entrepreneurship
1,1051,Bachelor of Development and Social Entrepreneurship
1,1089,Bachelor of Development and Social Entrepreneurship
1,1101,Bachelor of Development and Social Entrepreneurship
1,146,Bachelor of Divinity
1,384,Bachelor of Divinity
1,1052,Bachelor of Divinity
1,197,Bachelor of Divinity (Modular)
1,776,Bachelor of Divinity (Modular)
1,1053,Bachelor of Divinity (Modular)
1,11,Bachelor of Economics and Management
1,40,Bachelor of Economics and Management
1,491,Bachelor of Economics and Management
1,515,Bachelor of Economics and Management
1,1029,Bachelor of Economics and Management
1,1071,Bachelor of Economics and Management
1,358,Bachelor of Education
1,362,Bachelor of Education
1,367,Bachelor of Education
1,426,Bachelor of Education
1,472,Bachelor of Education
1,588,Bachelor of Education
1,638,Bachelor of Education
1,652,Bachelor of Education
1,653,Bachelor of Education
1,857,Bachelor of Education
1,862,Bachelor of Education
1,866,Bachelor of Education
1,890,Bachelor of Education
1,906,Bachelor of Education
1,907,Bachelor of Education (PRIMARY)
1,910,Bachelor of Education (PRIMARY)
1,912,Bachelor of Education (PRIMARY)
1,914,Bachelor of Education (PRIMARY)
1,916,Bachelor of Education (PRIMARY)
1,1022,Bachelor of Education (PRIMARY)
1,1045,Bachelor of Education (PRIMARY)
1,1079,Bachelor of Education (PRIMARY)
1,1098,Bachelor of Education (PRIMARY)
1,565,Bachelor of Education (Primary)(Kiswahili/CRE)
1,908,Bachelor of Education (SECONDARY)
1,911,Bachelor of Education (SECONDARY)
1,913,Bachelor of Education (SECONDARY)
1,915,Bachelor of Education (SECONDARY)
1,917,Bachelor of Education (SECONDARY)
1,1018,Bachelor of Education (SECONDARY)
1,1044,Bachelor of Education (SECONDARY)
1,1080,Bachelor of Education (SECONDARY)
1,1097,Bachelor of Education (SECONDARY)
1,978,Bachelor of Education (Secondary)(Biology/PE)
1,587,Bachelor of Education (Secondary)(Biology/Sports Science)
1,909,Bachelor of Education (Secondary)(Biology/Sports Science)
1,884,Bachelor of Education (Secondary)(Business Education DM)
1,821,Bachelor of Education (Secondary)(Geog/ICT)
1,848,Bachelor of Education (Secondary)(Geog/ICT)
1,824,Bachelor of Education (Secondary)(Geography/Sports Science)
1,825,Bachelor of Education (Secondary)(Music/Sports Science)
1,153,Bachelor of Education (primary)
1,741,Bachelor of Education (secondary)
1,975,Bachelor of Education(English/Music)
1,559,Bachelor of Education(Primary)(English/SST)
1,632,Bachelor of Education(Primary)(English/SST)
1,642,Bachelor of Education(Primary)(English/SST)
1,81,Bachelor of Entrepreneurship and Project Planning
1,466,Bachelor of Entrepreneurship and Project Planning
1,1008,Bachelor of Entrepreneurship and Project Planning
1,1073,Bachelor of Entrepreneurship and Project Planning
1,493,Bachelor of Environment and Disaster Management
1,85,Bachelor of Environmental Science
1,172,Bachelor of Environmental Science and Management
1,83,Bachelor of Governance and International Relations
1,387,Bachelor of Governance and International Relations
1,434,Bachelor of Governance and International Relations
1,516,Bachelor of Governance and International Relations
1,1010,Bachelor of Governance and International Relations
1,1050,Bachelor of Governance and International Relations
1,1090,Bachelor of Governance and International Relations
1,1152,Bachelor of Governance and International Relations
1,928,Bachelor of Graphic Design and Animation
1,552,Bachelor of Guidance and Counselling
1,17,Bachelor of Health Administration
1,154,Bachelor of Holistic Child Development
1,102,Bachelor of Human Nutrition and Clinical Dietetics
1,676,Bachelor of Human Nutrition and Clinical Dietetics
1,946,Bachelor of Human Nutrition and Clinical Dietetics
1,23,Bachelor of Human Resource Management
1,39,Bachelor of Human Resource Management
1,67,Bachelor of Human Resource Management
1,68,Bachelor of Human Resource Management
1,468,Bachelor of Human Resource Management
1,1007,Bachelor of Human Resource Management
1,1072,Bachelor of Human Resource Management
1,98,"Bachelor of Human Rights, Peace and Humanitarian Interventions"
1,1014,"Bachelor of Human Rights, Peace and Humanitarian Interventions"
1,152,Bachelor of Industrial and Fine Art
1,167,Bachelor of Information and Administrative Management
1,591,Bachelor of Information and Administrative Management
1,1107,Bachelor of Information and Administrative Management
1,5,Bachelor of International Business
1,32,Bachelor of International Business
1,55,Bachelor of International Business
1,79,Bachelor of Laws
1,156,Bachelor of Laws
1,157,Bachelor of Laws
1,1009,Bachelor of Laws
1,1015,Bachelor of Laws
1,1016,Bachelor of Laws
1,145,Bachelor of Library and Information Science
1,1168,Bachelor of Library and Information Science
1,144,Bachelor of Medicine and Bachelor Of Surgery
1,292,Bachelor of Nursing Science
1,20,Bachelor of Nursing Science(Direct)
1,155,Bachelor of Organization and Development Management
1,6,Bachelor of Procurement and Logistics Management
1,33,Bachelor of Procurement and Logistics Management
1,490,Bachelor of Procurement and Logistics Management
1,512,Bachelor of Procurement and Logistics Management
1,695,Bachelor of Procurement and Logistics Management
1,1005,Bachelor of Procurement and Logistics Management
1,1061,Bachelor of Procurement and Logistics Management
1,1074,Bachelor of Procurement and Logistics Management
1,1108,Bachelor of Procurement and Logistics Management
1,8,Bachelor of Project Planning and Entreprenuership
1,37,Bachelor of Project Planning and Entreprenuership
1,69,Bachelor of Project Planning and Entreprenuership
1,42,Bachelor of Project Planning and Management
1,43,Bachelor of Project Planning and Management
1,82,Bachelor of Public Administration and Management
1,278,Bachelor of Public Administration and Management
1,399,Bachelor of Public Administration and Management
1,438,Bachelor of Public Administration and Management
1,439,Bachelor of Public Administration and Management
1,579,Bachelor of Public Administration and Management
1,1011,Bachelor of Public Administration and Management
1,1049,Bachelor of Public Administration and Management
1,1091,Bachelor of Public Administration and Management
1,1102,Bachelor of Public Administration and Management
1,1151,Bachelor of Public Administration and Management
1,1175,Bachelor of Public Administration and Management
1,124,Bachelor of Public Health
1,584,Bachelor of Science Environmental Health and Safety Management
1,266,Bachelor of Science With Education
1,421,Bachelor of Science With Education
1,3,Bachelor of Science in Accounting and Finance
1,30,Bachelor of Science in Accounting and Finance
1,54,Bachelor of Science in Accounting and Finance
1,999,Bachelor of Science in Accounting and Finance
1,91,Bachelor of Science in Agribusiness
1,389,Bachelor of Science in Agribusiness
1,77,Bachelor of Science in Civil and Environmental Engineering
1,341,Bachelor of Science in Civil and Environmental Engineering
1,87,Bachelor of Science in Computational Science
1,70,Bachelor of Science in Computer Science
1,174,Bachelor of Science in Construction Project Management
1,918,Bachelor of Science in Data Science and Analytics
1,12,Bachelor of Science in Economics And Statistics
1,41,Bachelor of Science in Economics And Statistics
1,1000,Bachelor of Science in Economics And Statistics
1,605,Bachelor of Science in Education
1,88,Bachelor of Science in Electronics and Communication Science
1,73,Bachelor of Science in Food Science and Technology
1,71,Bachelor of Science in Information Technology
1,285,Bachelor of Science in Information Technology
1,388,Bachelor of Science in Information Technology
1,443,Bachelor of Science in Information Technology
1,444,Bachelor of Science in Information Technology
1,737,Bachelor of Science in Information Technology
1,749,Bachelor of Science in Information Technology
1,814,Bachelor of Science in Information Technology
1,525,Bachelor of Science in Oil and Gas Management
1,583,Bachelor of Science in Oil and Gas Management
1,630,Bachelor of Science in Oil and Gas Management
1,473,Bachelor of Science with Education
1,476,Bachelor of Science with Education
1,555,Bachelor of Science with Education
1,568,Bachelor of Science with Education
1,569,Bachelor of Science with Education
1,570,Bachelor of Science with Education
1,595,Bachelor of Science with Education
1,596,Bachelor of Science with Education
1,597,Bachelor of Science with Education
1,988,Bachelor of Science with Education (AIO)
1,989,Bachelor of Science with Education (AIO)
1,990,Bachelor of Science with Education (AIO)
1,991,Bachelor of Science with Education (AIO)
1,992,Bachelor of Science with Education (AIO)
1,1024,Bachelor of Science with Education (AIO)
1,1043,Bachelor of Science with Education (AIO)
1,1077,Bachelor of Science with Education (AIO)
1,1096,Bachelor of Science with Education (AIO)
1,1177,Bachelor of Science with Education (AIO)
1,549,Bachelor of Science with Education (Mathematics/Economics)
1,571,Bachelor of Science with Education (Physics/Chemistry)
1,738,Bachelor of Science with Education (mtc/Geography)
1,771,Bachelor of Science with Education (mtc/Geography)
1,979,Bachelor of Social Work
1,980,Bachelor of Social Work
1,1001,Bachelor of Social Work
1,141,Bachelor of Social Work and Social Administration
1,212,Bachelor of Social Work and Social Administration
1,282,Bachelor of Social Work and Social Administration
1,386,Bachelor of Social Work and Social Administration
1,404,Bachelor of Social Work and Social Administration
1,435,Bachelor of Social Work and Social Administration
1,436,Bachelor of Social Work and Social Administration
1,437,Bachelor of Social Work and Social Administration
1,528,Bachelor of Social Work and Social Administration
1,575,Bachelor of Social Work and Social Administration
1,1002,Bachelor of Social Work and Social Administration
1,1003,Bachelor of Social Work and Social Administration
1,1047,Bachelor of Social Work and Social Administration
1,1092,Bachelor of Social Work and Social Administration
1,1103,Bachelor of Social Work and Social Administration
1,1150,Bachelor of Social Work and Social Administration
1,1165,Bachelor of Social Work and Social Administration
1,1173,Bachelor of Social Work and Social Administration
1,1174,Bachelor of Social Work and Social Administration
1,10,Bachelor of Tourism and Hospitality Management
1,1006,Bachelor of Tourism and Hospitality Management
1,927,Bachelor of Visual Arts and Design
1,796,"CISCO CCNA (1 Module UGX 300,000)"
1,833,"CISCO IT Essentials (UGX 350,000)"
1,497,Certificate In Business Administration
1,698,Certificate In Business Administration
1,1109,Certificate In Business Administration
1,304,Certificate In Child Development And Children's Ministry
1,395,Certificate In Child Development And Children's Ministry
1,463,Certificate In Child Development And Children's Ministry
1,1143,Certificate In Child Development And Children's Ministry
1,498,Certificate In Information Technology
1,697,Certificate In Information Technology
1,500,Certificate In Journalism And Media Studies
1,1056,Certificate In Journalism And Media Studies
1,1172,Certificate in Administrative Law
1,464,Certificate in Theology
1,499,Certificate in Theology
1,530,Certificate in Theology
1,757,Certificate in Theology
1,781,Certificate in Theology
1,853,Certificate in Theology
1,887,Certificate in Theology
1,1086,Certificate in Theology
1,1093,Certificate in Theology
1,832,"Cyber Security (UGX 300,000)"
1,18,Diploma In Health Administration
1,7,Diploma In Procurement And Logistics Management
1,34,Diploma In Procurement And Logistics Management
1,56,Diploma In Procurement And Logistics Management
1,62,Diploma In Procurement And Logistics Management
1,593,Diploma In Procurement And Logistics Management
1,792,Diploma In Procurement And Logistics Management
1,1111,Diploma In Procurement And Logistics Management
1,1181,Diploma In Procurement And Logistics Management
1,9,Diploma In Project Planning And Management
1,38,Diploma In Project Planning And Management
1,65,Diploma In Project Planning And Management
1,66,Diploma In Project Planning And Management
1,495,Diploma In Project Planning And Management
1,518,Diploma In Project Planning And Management
1,440,Diploma In Public Administration And Management
1,441,Diploma In Public Administration And Management
1,501,Diploma In Public Administration And Management
1,519,Diploma In Public Administration And Management
1,580,Diploma In Public Administration And Management
1,1012,Diploma In Public Administration And Management
1,1104,Diploma In Public Administration And Management
1,1145,Diploma In Public Administration And Management
1,1146,Diploma In Public Administration And Management
1,309,Diploma In Theology
1,346,Diploma In Theology
1,349,Diploma In Theology
1,352,Diploma In Theology
1,391,Diploma In Theology
1,756,Diploma In Theology
1,311,Diploma In Theology (modular)
1,462,Diploma In Theology (modular)
1,780,Diploma In Theology (modular)
1,1088,Diploma In Theology (modular)
1,2,Diploma in Business Administration
1,29,Diploma in Business Administration
1,50,Diploma in Business Administration
1,53,Diploma in Business Administration
1,393,Diploma in Business Administration
1,505,Diploma in Business Administration
1,517,Diploma in Business Administration
1,592,Diploma in Business Administration
1,791,Diploma in Business Administration
1,1027,Diploma in Business Administration
1,1060,Diploma in Business Administration
1,1075,Diploma in Business Administration
1,1110,Diploma in Business Administration
1,1180,Diploma in Business Administration
1,357,Diploma in Child Development and Children's Ministry
1,458,Diploma in Child Development and Children's Ministry
1,760,Diploma in Child Development and Children's Ministry
1,1144,Diploma in Child Development and Children's Ministry
1,761,Diploma in Christian Ministries
1,637,Diploma in Education
1,644,Diploma in Education
1,817,Diploma in Education
1,820,Diploma in Education
1,870,Diploma in Education
1,871,Diploma in Education
1,872,Diploma in Education
1,650,Diploma in Education (Primary)
1,806,Diploma in Education (Primary)
1,873,Diploma in Education (Primary)(English/Art)
1,507,Diploma in Education (Primary)(Math/Sports Science)
1,807,Diploma in Education (Primary)(Math/Sports Science)
1,86,Diploma in Entrepreneurship and Information Technology
1,394,Diploma in Entrepreneurship and Information Technology
1,445,Diploma in Entrepreneurship and Information Technology
1,446,Diploma in Entrepreneurship and Information Technology
1,582,Diploma in Entrepreneurship and Information Technology
1,496,Diploma in Environmental Studies
1,351,Diploma in Guidance and Counselling
1,837,Diploma in Guidance and Counselling
1,798,Diploma in Information Technology
1,799,Diploma in Information Technology
1,811,Diploma in Information Technology
1,931,Diploma in Information Technology
1,932,Diploma in Information Technology
1,993,Diploma in Information Technology
1,403,Diploma in Journalism and Mass Communication
1,1057,Diploma in Journalism and Mass Communication
1,863,Diploma in Journalism and Strategic Communication
1,967,Diploma in Journalism and Strategic Communication
1,1058,Diploma in Journalism and Strategic Communication
1,881,Diploma in Law
1,882,Diploma in Law
1,1017,Diploma in Law
1,1028,Diploma in Law
1,364,Diploma in Nursing
1,874,Diploma in Nursing
1,142,Diploma in Social Work and Social Administration
1,280,Diploma in Social Work and Social Administration
1,392,Diploma in Social Work and Social Administration
1,447,Diploma in Social Work and Social Administration
1,448,Diploma in Social Work and Social Administration
1,449,Diploma in Social Work and Social Administration
1,520,Diploma in Social Work and Social Administration
1,581,Diploma in Social Work and Social Administration
1,1004,Diploma in Social Work and Social Administration
1,1048,Diploma in Social Work and Social Administration
1,1105,Diploma in Social Work and Social Administration
1,1147,Diploma in Social Work and Social Administration
1,1148,Diploma in Social Work and Social Administration
1,1149,Diploma in Social Work and Social Administration
1,401,Diploma in Theology
1,459,Diploma in Theology
1,594,Diploma in Theology
1,748,Diploma in Theology
1,779,Diploma in Theology
1,854,Diploma in Theology
1,1087,Diploma in Theology
1,1094,Diploma in Theology
1,926,Diploma in Visual Art and Design
1,529,Diploma of Environmental Science and Disaster Management
1,201,Doctor of Ministry
1,1069,Doctor of Ministry
1,982,"Doctor of Philosophy (PhD.) in Journalism, Media and Communication"
1,1154,"Doctor of Philosophy (PhD.) in Journalism, Media and Communication"
1,831,Doctor of Philosophy in Agricultural Systems and Value Chain Management
1,572,Doctor of Philosophy in Education Administration and Management
1,1119,Doctor of Philosophy in Education Administration and Management
1,211,Doctor of Philosophy in Literature
1,1139,Doctor of Philosophy in Literature
1,324,Doctor of Philosophy in Theology
1,1068,Doctor of Philosophy in Theology
1,202,Executive Master of Business Administration
1,671,Executive Master of Business Administration
1,801,Global Health Emphasis
1,1030,Global Health Emphasis
1,672,Higher Education Certificate
1,677,Higher Education Certificate (Arts)
1,894,Higher Education Certificate (Arts)
1,973,Higher Education Certificate (Arts)
1,981,Higher Education Certificate (Arts)
1,1019,Higher Education Certificate (Arts)
1,1035,Higher Education Certificate (Arts)
1,1039,Higher Education Certificate (Arts)
1,1040,Higher Education Certificate (Arts)
1,1046,Higher Education Certificate (Arts)
1,1081,Higher Education Certificate (Arts)
1,1085,Higher Education Certificate (Arts)
1,1099,Higher Education Certificate (Arts)
1,1166,Higher Education Certificate (Arts)
1,678,Higher Education Certificate (Biological Sciences)
1,1020,Higher Education Certificate (Biological Sciences)
1,1036,Higher Education Certificate (Biological Sciences)
1,1038,Higher Education Certificate (Biological Sciences)
1,1082,Higher Education Certificate (Biological Sciences)
1,679,Higher Education Certificate (Physical Sciences)
1,1021,Higher Education Certificate (Physical Sciences)
1,1037,Higher Education Certificate (Physical Sciences)
1,1083,Higher Education Certificate (Physical Sciences)
1,1138,Higher Education Certificate (Physical Sciences)
1,895,Higher Education Certificate (Sciences)
1,1034,Higher Education Certificate (Sciences)
1,1041,Higher Education Certificate (Sciences)
1,1084,Higher Education Certificate (Sciences)
1,1100,Higher Education Certificate (Sciences)
1,1160,Higher Education Certificate (Sciences)
1,945,Higher Education Certificate(Blended)
1,803,Interdisciplinary Emphasis (IE)
1,1031,Interdisciplinary Emphasis (IE)
1,511,Kkkk
1,163,Master of Arts in Child Development
1,1164,Master of Arts in Child Development
1,185,Master of Arts in Counseling Psychology
1,1126,Master of Arts in Counseling Psychology
1,96,Master of Arts in Journalism and Media Studies
1,198,Master of Arts in Journalism and Media Studies
1,1155,Master of Arts in Journalism and Media Studies
1,972,Master of Arts in Journalism and Strategic Communication
1,1156,Master of Arts in Journalism and Strategic Communication
1,332,Master of Arts in Literature
1,1140,Master of Arts in Literature
1,15,Master of Arts in Organisational Leadership and Management
1,1118,Master of Arts in Organisational Leadership and Management
1,84,Master of Arts in Strategic Communication
1,875,Master of Arts in Strategic Communication
1,1153,Master of Arts in Strategic Communication
1,195,Master of Arts in Theology
1,1062,Master of Arts in Theology
1,295,Master of Arts in Theology (focus On Transformational Urban Leadership)
1,325,Master of Arts in Theology (modular)
1,1063,Master of Arts in Theology (modular)
1,326,Master of Arts in Theology and Development
1,479,Master of Arts in Theology and Development
1,1064,Master of Arts in Theology and Development
1,192,Master of Arts in Theology and Health Care Management
1,1157,Master of Arts in Theology and Health Care Management
